src_ip,dst_ip,src_port,dst_port,protocol,flag,packet_count,byte_count,duration_ms,packets_per_sec,avg_packet_size,label
192.168.9.44,10.0.0.69,25431,443,TCP,FIN,90,10042,127,708.6614,111.5778,SQLInjection
192.168.9.108,10.0.1.36,53568,22,UDP,FIN,34,34326,3063,11.1002,1009.5882,Benign
192.168.1.114,10.0.1.198,1675,80,ICMP,RST,10,22671,2678,3.7341,2267.1,Benign
192.168.7.252,10.0.1.112,5052,3389,UDP,SYN,1513,49571,20827,72.6461,32.7634,BruteForce
192.168.1.251,10.0.5.251,47775,606,ICMP,SYN,529,7586,2767,191.1818,14.3403,PortScan
192.168.5.185,10.0.5.81,60611,443,TCP,SYN,39589,1331966,7618,5196.7708,33.6449,DoS
192.168.8.165,10.0.1.228,36703,9785,ICMP,RST,133,96418,32626,4.0765,724.9474,Backdoor
192.168.7.199,10.0.1.226,20785,686,TCP,SYN,499,3064,2631,189.6617,6.1403,PortScan
192.168.9.73,10.0.1.24,34556,53,ICMP,SYN-ACK,26,42160,1410,18.4397,1621.5385,Benign
192.168.1.8,10.0.4.152,17977,3389,TCP,SYN-ACK,1065,142454,5618,189.5692,133.7596,BruteForce
192.168.1.216,10.0.2.67,42114,80,ICMP,SYN-ACK,8,43161,1121,7.1365,5395.125,Benign
192.168.8.77,10.0.4.189,1365,484,UDP,SYN,924,9737,2939,314.3927,10.5379,PortScan
192.168.4.90,10.0.2.73,44731,8080,TCP,RST,27,14375,316,85.443,532.4074,SQLInjection
192.168.4.27,10.0.2.133,39190,22,TCP,SYN-ACK,11,10104,3587,3.0666,918.5455,Benign
192.168.7.21,10.0.0.16,28869,443,TCP,FIN,33,5616,3125,10.56,170.1818,Benign
192.168.9.104,10.0.4.144,35033,53,UDP,SYN-ACK,36,42211,3568,10.0897,1172.5278,Benign
192.168.8.177,10.0.3.188,64808,80,TCP,SYN,38147,1166393,8942,4266.0479,30.5763,DoS
192.168.8.34,10.0.5.132,57599,25,ICMP,SYN,18,30347,3977,4.526,1685.9444,Benign
192.168.1.192,10.0.1.242,37660,443,TCP,SYN,12230,1113901,7055,1733.5223,91.0794,DoS
192.168.10.75,10.0.0.134,11070,625,TCP,SYN,483,5968,1704,283.4507,12.3561,PortScan
192.168.8.8,10.0.1.37,52390,80,ICMP,FIN,24,19078,1866,12.8617,794.9167,Benign
192.168.3.210,10.0.5.126,1160,443,TCP,SYN,9427,474823,7841,1202.2701,50.3684,DoS
192.168.8.147,10.0.2.145,30670,22,UDP,FIN,43,9203,1234,34.846,214.0233,Benign
192.168.9.163,10.0.3.195,30510,443,ICMP,FIN,25,6353,3455,7.2359,254.12,Benign
192.168.7.60,10.0.3.87,36478,443,TCP,PSH-ACK,45,4900,493,91.2779,108.8889,SQLInjection
192.168.3.182,10.0.0.147,42318,3389,ICMP,SYN-ACK,1521,42448,23099,65.847,27.908,BruteForce
192.168.9.22,10.0.1.245,41571,80,ICMP,RST,41,34693,1651,24.8334,846.1707,Benign
192.168.8.129,10.0.0.31,44163,80,ICMP,ACK,22,13987,2109,10.4315,635.7727,Benign
192.168.10.114,10.0.0.207,35990,22,ICMP,SYN-ACK,42,3448,4126,10.1794,82.0952,Benign
192.168.1.88,10.0.3.47,28217,8080,TCP,RST,29,17354,845,34.3195,598.4138,Benign
192.168.2.251,10.0.0.139,12044,22,UDP,ACK,723,33495,7053,102.5096,46.3278,BruteForce
192.168.5.244,10.0.3.174,12112,443,TCP,SYN,16892,327928,1958,8627.1706,19.4132,DoS
192.168.5.100,10.0.0.82,10360,8080,UDP,SYN-ACK,29,8427,524,55.3435,290.5862,Benign
192.168.4.62,10.0.4.151,16522,789,UDP,SYN,217,5412,748,290.107,24.9401,PortScan
192.168.6.119,10.0.4.105,5313,443,TCP,SYN,46519,2060757,1305,35646.7433,44.2993,DoS
192.168.5.142,10.0.4.173,7676,25,TCP,RST,13,20463,4755,2.734,1574.0769,Benign
192.168.7.115,10.0.0.217,42691,443,ICMP,ACK,28,35918,1477,18.9573,1282.7857,Benign
192.168.4.138,10.0.3.247,60759,80,ICMP,FIN,5,30951,2469,2.0251,6190.2,Benign
192.168.3.1,10.0.0.239,61435,8080,TCP,SYN-ACK,42,14456,229,183.4061,344.1905,SQLInjection
192.168.4.150,10.0.4.73,4004,8080,TCP,PSH-ACK,82,4291,203,403.9409,52.3293,SQLInjection
192.168.2.102,10.0.5.32,55451,443,TCP,SYN,33309,1868739,9270,3593.2039,56.1031,DoS
192.168.6.227,10.0.5.243,23478,3389,ICMP,SYN-ACK,1127,81568,10058,112.0501,72.3762,BruteForce
192.168.6.88,10.0.1.118,63872,80,TCP,SYN,13763,117175,8807,1562.7342,8.5138,DoS
192.168.1.231,10.0.0.173,12396,25,UDP,RST,50,32545,3317,15.0739,650.9,Benign
192.168.9.21,10.0.5.167,6104,25,ICMP,SYN,33,44556,1111,29.703,1350.1818,Benign
192.168.6.249,10.0.3.212,40431,443,UDP,FIN,49,1052,1122,43.672,21.4694,Benign
192.168.8.95,10.0.1.114,1637,80,TCP,PSH-ACK,45,13725,148,304.0541,305.0,SQLInjection
192.168.2.209,10.0.4.161,20893,22,ICMP,ACK,1211,105158,3205,377.8471,86.8357,BruteForce
192.168.5.127,10.0.5.181,40740,22,TCP,SYN,1881,177362,14978,125.5842,94.2913,BruteForce
192.168.2.223,10.0.2.146,33813,8080,TCP,ACK,34,7751,83,409.6386,227.9706,SQLInjection
192.168.10.33,10.0.5.17,9375,443,UDP,RST,38,48269,2347,16.1909,1270.2368,Benign
192.168.4.218,10.0.5.6,64581,53,ICMP,PSH-ACK,44,17075,4688,9.3857,388.0682,Benign
192.168.8.1,10.0.3.165,45136,8080,ICMP,SYN,32,27165,2344,13.6519,848.9062,Benign
192.168.2.175,10.0.4.120,33501,22,UDP,RST,1677,68863,3538,473.9966,41.0632,BruteForce
192.168.5.236,10.0.3.137,30440,443,TCP,SYN,34,12967,91,373.6264,381.3824,SQLInjection
192.168.10.207,10.0.0.254,49353,22,TCP,PSH-ACK,9,16882,1712,5.257,1875.7778,Benign
192.168.3.85,10.0.2.17,42049,80,TCP,SYN,36455,3723450,1393,26170.1364,102.1383,DoS
192.168.10.205,10.0.5.240,22932,80,UDP,ACK,35,16121,2891,12.1065,460.6,Benign
192.168.1.211,10.0.2.134,53066,8080,TCP,SYN,89,16369,441,201.8141,183.9213,SQLInjection
192.168.2.161,10.0.3.149,9204,22,TCP,SYN,972,92124,29777,32.6426,94.7778,BruteForce
192.168.2.201,10.0.1.16,61259,6913,UDP,SYN,176,87075,38301,4.5952,494.7443,Backdoor
192.168.2.27,10.0.5.15,37675,21,TCP,SYN-ACK,1022,35121,22227,45.9801,34.365,BruteForce
192.168.7.60,10.0.4.202,44259,443,TCP,SYN,59,17211,457,129.1028,291.7119,SQLInjection
192.168.7.226,10.0.4.159,7661,25,UDP,PSH-ACK,6,30258,4337,1.3834,5043.0,Benign
192.168.6.151,10.0.1.28,7753,139,TCP,SYN,707,4172,2847,248.3316,5.901,PortScan
192.168.3.164,10.0.4.66,24314,25,UDP,FIN,44,29638,1623,27.1103,673.5909,Benign
192.168.4.36,10.0.0.16,9391,443,TCP,RST,75,13722,209,358.8517,182.96,SQLInjection
192.168.10.227,10.0.4.199,10567,21,TCP,FIN,1435,99889,11537,124.3824,69.6091,BruteForce
192.168.6.249,10.0.0.133,39456,22,ICMP,PSH-ACK,317,72229,18616,17.0284,227.8517,BruteForce
192.168.9.220,10.0.0.109,23556,3389,TCP,ACK,612,27931,13191,46.3953,45.6389,BruteForce
192.168.4.171,10.0.3.178,46364,25,UDP,RST,26,38406,4737,5.4887,1477.1538,Benign
192.168.6.158,10.0.2.108,22560,21,TCP,SYN,1994,21060,18250,109.2603,10.5617,BruteForce
192.168.4.236,10.0.0.164,15640,22,ICMP,ACK,44,14468,2058,21.38,328.8182,Benign
192.168.8.189,10.0.2.207,49525,443,TCP,ACK,33,2220,235,140.4255,67.2727,SQLInjection
192.168.1.19,10.0.2.8,37376,21,TCP,ACK,1101,60961,22687,48.53,55.3688,BruteForce
192.168.10.234,10.0.2.12,64941,443,TCP,ACK,23,11912,1893,12.15,517.913,Benign
192.168.5.185,10.0.1.87,56568,22,ICMP,ACK,601,15634,7769,77.3587,26.0133,BruteForce
192.168.5.234,10.0.0.6,55513,22,ICMP,ACK,46,7772,2872,16.0167,168.9565,Benign
192.168.4.79,10.0.3.62,25248,443,UDP,PSH-ACK,38,41342,3653,10.4024,1087.9474,Benign
192.168.2.31,10.0.1.226,61589,22,TCP,ACK,1290,109141,24752,52.117,84.6054,BruteForce
192.168.6.82,10.0.4.110,65051,80,ICMP,ACK,44,38990,1649,26.6828,886.1364,Benign
192.168.9.76,10.0.1.84,17222,8080,TCP,PSH-ACK,13,33809,4884,2.6618,2600.6923,Benign
192.168.8.54,10.0.5.21,52447,53,UDP,PSH-ACK,9,11472,4266,2.1097,1274.6667,Benign
192.168.7.193,10.0.5.193,34392,53,UDP,FIN,34,12230,2736,12.4269,359.7059,Benign
192.168.6.135,10.0.5.124,47924,21,UDP,FIN,1390,115105,22909,60.6748,82.8094,BruteForce
192.168.10.167,10.0.0.54,15410,6364,TCP,FIN,121,33651,30053,4.0262,278.1074,Backdoor
192.168.7.228,10.0.3.147,11326,53,UDP,SYN-ACK,10,9303,788,12.6904,930.3,Benign
192.168.5.114,10.0.4.91,16108,443,TCP,SYN,38571,2921709,7981,4832.853,75.7489,DoS
192.168.8.120,10.0.3.105,25109,8080,UDP,SYN-ACK,29,2119,1571,18.4596,73.069,Benign
192.168.8.60,10.0.2.166,5997,6856,UDP,SYN,148,72212,45825,3.2297,487.9189,Backdoor
192.168.2.202,10.0.2.238,15949,80,TCP,SYN,28608,421127,9946,2876.3322,14.7206,DoS
192.168.4.86,10.0.1.173,22601,8080,TCP,SYN-ACK,97,10993,147,659.8639,113.3299,SQLInjection
192.168.10.36,10.0.5.190,36618,8080,UDP,SYN,23,23216,3408,6.7488,1009.3913,Benign
192.168.7.211,10.0.4.194,43970,9802,TCP,FIN,151,24566,36050,4.1886,162.6887,Backdoor
192.168.4.59,10.0.5.192,14778,53,UDP,ACK,42,36716,3939,10.6626,874.1905,Benign
192.168.8.88,10.0.0.81,56454,7865,TCP,FIN,73,62498,39489,1.8486,856.137,Backdoor
192.168.9.8,10.0.2.36,38871,25,TCP,SYN-ACK,5,33254,3005,1.6639,6650.8,Benign
192.168.6.58,10.0.3.109,45966,53,UDP,PSH-ACK,24,21869,4908,4.89,911.2083,Benign
192.168.1.146,10.0.0.237,10142,53,TCP,SYN-ACK,45,40018,4801,9.373,889.2889,Benign
192.168.7.251,10.0.3.53,63197,792,UDP,SYN,292,8778,944,309.322,30.0616,PortScan
192.168.6.146,10.0.3.164,59661,443,UDP,SYN,11,44729,4629,2.3763,4066.2727,Benign
192.168.3.9,10.0.5.155,33045,80,TCP,SYN,9554,3337114,5650,1690.9735,349.2897,DoS
192.168.4.60,10.0.2.169,35390,80,TCP,SYN,29159,4449759,1180,24711.0169,152.6033,DoS
192.168.3.84,10.0.3.101,11315,53,TCP,ACK,31,31842,663,46.7572,1027.1613,Benign
192.168.7.245,10.0.1.34,58069,443,TCP,SYN,48567,4082743,3601,13487.0869,84.0641,DoS
192.168.10.148,10.0.2.151,14326,25,ICMP,PSH-ACK,34,18551,1752,19.4064,545.6176,Benign
192.168.1.254,10.0.1.115,5216,506,UDP,SYN,638,6388,2831,225.3621,10.0125,PortScan
192.168.8.118,10.0.3.148,3585,8080,ICMP,SYN,46,30404,2940,15.6463,660.9565,Benign
192.168.5.101,10.0.4.211,54107,80,TCP,FIN,32,16158,284,112.6761,504.9375,SQLInjection
192.168.7.234,10.0.5.47,46802,443,TCP,SYN,7861,2110709,3587,2191.525,268.5039,DoS
192.168.5.226,10.0.5.138,20153,445,ICMP,SYN,605,7738,2764,218.8857,12.7901,PortScan
192.168.2.95,10.0.0.194,7919,840,ICMP,SYN,561,3700,1535,365.4723,6.5954,PortScan
192.168.4.130,10.0.0.119,2774,946,TCP,SYN,490,6630,2135,229.5082,13.5306,PortScan
192.168.4.102,10.0.0.3,17447,443,TCP,PSH-ACK,25,44428,3903,6.4053,1777.12,Benign
192.168.8.119,10.0.0.22,36965,25,ICMP,ACK,33,9691,3956,8.3418,293.6667,Benign
192.168.5.216,10.0.1.44,55975,206,TCP,SYN,281,5819,1008,278.7698,20.7082,PortScan
192.168.9.190,10.0.3.44,6108,25,ICMP,SYN,22,10559,3709,5.9315,479.9545,Benign
192.168.6.46,10.0.1.183,3281,443,ICMP,RST,33,46161,491,67.2098,1398.8182,Benign
192.168.9.165,10.0.5.184,44280,3389,TCP,FIN,831,126388,3717,223.5674,152.0915,BruteForce
192.168.10.2,10.0.0.198,25756,768,TCP,SYN,344,4276,874,393.5927,12.4302,PortScan
192.168.1.108,10.0.0.254,1978,25,UDP,ACK,47,4640,1906,24.659,98.7234,Benign
192.168.2.205,10.0.5.43,48472,22,TCP,SYN,37,7557,2779,13.3141,204.2432,Benign
192.168.6.144,10.0.5.49,41962,22,TCP,RST,32,8417,2003,15.976,263.0312,Benign
192.168.4.28,10.0.2.83,12402,25,TCP,FIN,25,1285,3288,7.6034,51.4,Benign
192.168.4.118,10.0.1.17,44144,53,UDP,PSH-ACK,28,3379,651,43.0108,120.6786,Benign
192.168.4.106,10.0.2.197,40271,25,UDP,SYN,39,37803,1504,25.9309,969.3077,Benign
192.168.5.246,10.0.0.154,22280,22,ICMP,PSH-ACK,48,45963,1188,40.404,957.5625,Benign
192.168.6.45,10.0.5.195,58955,8080,TCP,SYN-ACK,71,4212,221,321.267,59.3239,SQLInjection
192.168.1.156,10.0.4.115,26083,477,ICMP,SYN,615,1217,1452,423.5537,1.9789,PortScan
192.168.1.158,10.0.0.80,16516,80,TCP,FIN,89,4601,80,1112.5,51.6966,SQLInjection
192.168.3.96,10.0.3.76,14263,80,TCP,SYN,47076,417984,4900,9607.3469,8.8789,DoS
192.168.10.254,10.0.3.190,58520,8080,UDP,ACK,25,42679,424,58.9623,1707.16,Benign
192.168.9.203,10.0.3.166,54285,80,TCP,SYN,26710,2975014,4969,5375.327,111.382,DoS
192.168.4.139,10.0.0.233,61164,25,ICMP,ACK,49,47653,1922,25.4943,972.5102,Benign
192.168.10.224,10.0.3.134,22102,25,TCP,FIN,5,4734,4127,1.2115,946.8,Benign
192.168.2.245,10.0.1.14,42597,443,TCP,ACK,10,11882,4954,2.0186,1188.2,Benign
192.168.9.213,10.0.1.61,34278,443,TCP,SYN,25412,1477063,4236,5999.0557,58.1246,DoS
192.168.4.109,10.0.1.156,17340,919,UDP,SYN,750,4299,1613,464.9721,5.732,PortScan
192.168.8.21,10.0.2.102,25778,22,TCP,FIN,32,33614,3650,8.7671,1050.4375,Benign
192.168.3.210,10.0.3.6,50957,80,UDP,FIN,24,39505,4500,5.3333,1646.0417,Benign
192.168.3.142,10.0.5.45,17885,8080,UDP,FIN,34,19061,3173,10.7154,560.6176,Benign
192.168.9.156,10.0.3.19,22862,22,TCP,PSH-ACK,17,10640,1653,10.2843,625.8824,Benign
192.168.1.4,10.0.4.187,48560,443,TCP,FIN,63,14931,430,146.5116,237.0,SQLInjection
192.168.6.99,10.0.3.79,43035,21,ICMP,SYN,279,42631,14609,19.0978,152.7993,BruteForce
192.168.10.42,10.0.1.196,29617,8080,UDP,PSH-ACK,37,46973,4102,9.02,1269.5405,Benign
192.168.6.179,10.0.0.167,26277,443,UDP,PSH-ACK,20,31808,382,52.356,1590.4,Benign
192.168.6.162,10.0.5.174,2875,80,TCP,SYN,22126,3920765,3414,6480.9607,177.2017,DoS
192.168.5.64,10.0.4.149,63399,80,TCP,SYN,12650,874317,7297,1733.5891,69.116,DoS
192.168.7.181,10.0.4.250,60071,443,TCP,RST,32,11367,3596,8.8988,355.2188,Benign
192.168.5.178,10.0.2.129,64442,21,ICMP,PSH-ACK,1400,90734,26049,53.7449,64.81,BruteForce
192.168.7.193,10.0.5.223,6848,706,TCP,SYN,933,3338,1601,582.7608,3.5777,PortScan
192.168.4.239,10.0.5.102,46834,345,UDP,SYN,935,9056,506,1847.8261,9.6856,PortScan
192.168.2.18,10.0.5.107,35427,8080,UDP,PSH-ACK,32,11682,1545,20.712,365.0625,Benign
192.168.6.48,10.0.5.35,14001,53,UDP,ACK,12,30034,4745,2.529,2502.8333,Benign
192.168.4.48,10.0.1.16,50170,8080,TCP,ACK,31,29383,994,31.1871,947.8387,Benign
192.168.3.21,10.0.2.22,25778,80,TCP,SYN-ACK,26,2444,4897,5.3094,94.0,Benign
192.168.4.123,10.0.3.173,50866,80,TCP,SYN,22,49769,159,138.3648,2262.2273,Benign
192.168.10.203,10.0.0.25,14856,21,ICMP,SYN,1434,146334,26948,53.2136,102.046,BruteForce
192.168.5.239,10.0.3.122,50628,22,UDP,RST,26,24799,2910,8.9347,953.8077,Benign
192.168.6.210,10.0.1.241,24696,22,ICMP,FIN,44,4251,3016,14.5889,96.6136,Benign
192.168.6.207,10.0.0.1,30968,80,TCP,SYN,6682,1130914,9693,689.3635,169.2478,DoS
192.168.5.244,10.0.5.193,54439,22,TCP,SYN-ACK,44,45469,3992,11.022,1033.3864,Benign
192.168.9.106,10.0.5.49,1229,35,ICMP,SYN,748,6901,687,1088.7918,9.2259,PortScan
192.168.6.174,10.0.3.60,40788,25,UDP,FIN,44,5832,2953,14.9001,132.5455,Benign
192.168.7.241,10.0.3.253,44168,25,ICMP,SYN,29,19758,1698,17.0789,681.3103,Benign
192.168.3.223,10.0.4.225,38503,66,ICMP,SYN,230,9158,856,268.6916,39.8174,PortScan
192.168.5.214,10.0.5.141,58353,22,UDP,ACK,12,32099,4529,2.6496,2674.9167,Benign
192.168.4.63,10.0.1.44,50389,184,ICMP,SYN,208,8125,619,336.0258,39.0625,PortScan
192.168.3.238,10.0.2.232,26156,3389,UDP,ACK,727,184570,17607,41.2904,253.879,BruteForce
192.168.2.171,10.0.1.237,36055,22,ICMP,PSH-ACK,10,45836,2826,3.5386,4583.6,Benign
192.168.4.239,10.0.4.197,61569,25,ICMP,SYN,26,25207,3226,8.0595,969.5,Benign
192.168.9.248,10.0.3.207,16317,80,TCP,SYN-ACK,23,6246,1012,22.7273,271.5652,Benign
192.168.2.88,10.0.5.152,62445,5395,TCP,PSH-ACK,166,53200,18350,9.0463,320.4819,Backdoor
192.168.6.245,10.0.3.148,49318,80,TCP,SYN,43670,4592963,4110,10625.3041,105.1743,DoS
192.168.7.251,10.0.3.82,51570,443,UDP,PSH-ACK,38,43999,4939,7.6939,1157.8684,Benign
192.168.4.28,10.0.3.3,36301,443,UDP,SYN-ACK,23,14846,4194,5.484,645.4783,Benign
192.168.8.38,10.0.4.73,10583,3389,ICMP,PSH-ACK,270,166992,12490,21.6173,618.4889,BruteForce
192.168.5.129,10.0.5.32,18944,22,ICMP,RST,45,14636,4155,10.8303,325.2444,Benign
192.168.5.181,10.0.3.16,65324,3389,UDP,ACK,631,69001,24950,25.2906,109.3518,BruteForce
192.168.1.237,10.0.1.220,32973,613,ICMP,SYN,934,3608,588,1588.4354,3.863,PortScan
192.168.9.101,10.0.2.109,45450,7650,UDP,SYN-ACK,120,14414,44592,2.6911,120.1167,Backdoor
192.168.5.73,10.0.5.237,13809,443,TCP,SYN,11377,1198074,6298,1806.4465,105.3067,DoS
192.168.10.222,10.0.0.218,62272,8192,ICMP,SYN-ACK,187,26455,47824,3.9102,141.4706,Backdoor
192.168.3.114,10.0.5.124,20100,80,TCP,ACK,35,2299,235,148.9362,65.6857,SQLInjection
192.168.10.27,10.0.5.202,57282,443,TCP,SYN,49528,1511156,1922,25768.9906,30.5111,DoS
192.168.2.92,10.0.3.46,62959,694,TCP,SYN,707,8107,1108,638.0866,11.4668,PortScan
192.168.7.63,10.0.0.31,16808,443,TCP,SYN,44069,1546925,7150,6163.4965,35.1023,DoS
192.168.2.200,10.0.3.222,54645,21,ICMP,FIN,1495,181231,16585,90.1417,121.2247,BruteForce
192.168.6.3,10.0.0.30,6439,80,TCP,SYN,6509,4906520,8856,734.9819,753.8055,DoS
192.168.5.178,10.0.5.25,53082,443,TCP,ACK,71,16210,202,351.4851,228.3099,SQLInjection
192.168.10.33,10.0.0.84,5185,379,ICMP,SYN,515,1323,2112,243.8447,2.5689,PortScan
192.168.9.210,10.0.4.201,54252,80,ICMP,FIN,38,38820,4515,8.4164,1021.5789,Benign
192.168.2.193,10.0.1.248,44184,53,TCP,ACK,49,12292,143,342.6573,250.8571,Benign
192.168.9.115,10.0.2.32,3589,443,TCP,RST,46,11065,819,56.1661,240.5435,Benign
192.168.9.66,10.0.0.22,65244,443,TCP,SYN,28826,4666985,3811,7563.894,161.9019,DoS
192.168.7.251,10.0.5.1,17299,601,UDP,SYN,774,9750,2322,333.3333,12.5969,PortScan
192.168.3.148,10.0.3.178,21532,80,TCP,SYN,11488,475269,4884,2352.1704,41.3709,DoS
192.168.1.49,10.0.1.77,57128,80,TCP,SYN,43783,3112056,5544,7897.3665,71.0791,DoS
192.168.3.187,10.0.4.109,5897,8080,ICMP,SYN-ACK,29,43083,1437,20.1809,1485.6207,Benign
192.168.7.117,10.0.0.242,17681,25,ICMP,FIN,14,35621,1769,7.9141,2544.3571,Benign
192.168.2.162,10.0.5.69,42516,443,ICMP,PSH-ACK,50,24888,4717,10.6,497.76,Benign
192.168.9.155,10.0.1.108,54866,22,TCP,SYN-ACK,29,2198,2127,13.6342,75.7931,Benign
192.168.2.70,10.0.0.137,8232,22,ICMP,RST,9,22084,828,10.8696,2453.7778,Benign
192.168.6.233,10.0.2.200,18931,443,TCP,SYN,5646,921637,7179,786.4605,163.2372,DoS
192.168.4.97,10.0.0.201,61686,53,TCP,ACK,24,39089,4110,5.8394,1628.7083,Benign
192.168.2.136,10.0.2.180,38520,8080,UDP,RST,43,6992,492,87.3984,162.6047,Benign
192.168.3.82,10.0.3.47,23645,825,ICMP,SYN,588,3090,1561,376.6816,5.2551,PortScan
192.168.1.176,10.0.4.183,11214,293,ICMP,SYN,487,5380,716,680.1676,11.0472,PortScan
192.168.6.182,10.0.1.174,40915,22,UDP,PSH-ACK,16,29267,2999,5.3351,1829.1875,Benign
192.168.8.129,10.0.2.71,63454,25,UDP,RST,19,20500,812,23.399,1078.9474,Benign
192.168.5.105,10.0.2.217,6931,80,TCP,SYN,20731,885455,3705,5595.4116,42.7116,DoS
192.168.10.15,10.0.0.191,19757,80,ICMP,FIN,32,44870,4267,7.4994,1402.1875,Benign
192.168.3.123,10.0.3.132,45924,25,ICMP,RST,12,27072,213,56.338,2256.0,Benign
192.168.10.49,10.0.5.2,47827,53,UDP,PSH-ACK,27,16505,4426,6.1003,611.2963,Benign
192.168.10.11,10.0.4.115,64243,8080,TCP,PSH-ACK,38,7728,88,431.8182,203.3684,SQLInjection
192.168.6.215,10.0.1.132,24177,443,TCP,SYN,29844,1530123,7115,4194.5186,51.2707,DoS
192.168.2.87,10.0.5.64,55532,595,ICMP,SYN,406,8915,1702,238.5429,21.9581,PortScan
192.168.5.55,10.0.0.189,42388,22,ICMP,FIN,824,178551,18892,43.6163,216.6881,BruteForce
192.168.1.240,10.0.3.229,41508,729,UDP,SYN,106,8542,1845,57.4526,80.5849,PortScan
192.168.5.91,10.0.0.2,23943,22,ICMP,ACK,27,1080,930,29.0323,40.0,Benign
192.168.7.126,10.0.1.22,35698,22,ICMP,ACK,12,32443,156,76.9231,2703.5833,Benign
192.168.3.197,10.0.5.65,15841,8080,UDP,FIN,24,24387,3608,6.6519,1016.125,Benign
192.168.3.138,10.0.2.28,29766,332,ICMP,SYN,243,6795,2277,106.7194,27.963,PortScan
192.168.1.92,10.0.5.51,8276,22,TCP,SYN-ACK,473,113427,15797,29.9424,239.8034,BruteForce
192.168.6.231,10.0.0.42,44684,9893,TCP,FIN,88,20570,37596,2.3407,233.75,Backdoor
192.168.8.141,10.0.3.205,45702,8080,ICMP,ACK,30,33389,3285,9.1324,1112.9667,Benign
192.168.3.29,10.0.0.203,2410,705,TCP,SYN,612,1223,1468,416.8937,1.9984,PortScan
192.168.1.174,10.0.2.110,65015,80,TCP,SYN,33464,4128150,5742,5827.9345,123.3609,DoS
192.168.5.125,10.0.0.195,29135,80,TCP,SYN,38504,1667497,5087,7569.0977,43.3071,DoS
192.168.5.197,10.0.0.222,18294,25,ICMP,ACK,32,13503,3982,8.0362,421.9688,Benign
192.168.2.180,10.0.5.129,41073,53,TCP,ACK,45,42081,1318,34.1426,935.1333,Benign
192.168.4.31,10.0.1.103,3538,443,UDP,ACK,32,1657,1735,18.4438,51.7812,Benign
192.168.2.222,10.0.0.98,27716,25,ICMP,SYN-ACK,45,15666,1916,23.4864,348.1333,Benign
192.168.6.110,10.0.3.16,34438,80,UDP,PSH-ACK,24,7712,2305,10.4121,321.3333,Benign
192.168.6.72,10.0.2.183,28422,98,TCP,SYN,286,1669,502,569.7211,5.8357,PortScan
192.168.1.170,10.0.5.83,14916,8080,UDP,FIN,43,7103,3629,11.849,165.186,Benign
192.168.3.65,10.0.3.94,22931,80,UDP,SYN,47,1395,4620,10.1732,29.6809,Benign
192.168.3.85,10.0.2.190,54110,53,UDP,PSH-ACK,38,40130,3144,12.0865,1056.0526,Benign
192.168.4.167,10.0.2.54,39318,80,UDP,SYN,13,41758,1085,11.9816,3212.1538,Benign
192.168.1.151,10.0.5.210,13504,443,TCP,SYN,11464,728135,9955,1151.5821,63.5149,DoS
192.168.10.88,10.0.2.186,32101,25,TCP,RST,14,3371,1147,12.2058,240.7857,Benign
192.168.4.108,10.0.4.183,17573,8080,ICMP,SYN-ACK,33,41778,1061,31.1027,1266.0,Benign
192.168.7.18,10.0.3.108,35349,80,TCP,SYN,44266,2399725,3112,14224.2931,54.2115,DoS
192.168.5.12,10.0.4.16,53085,25,ICMP,ACK,30,32942,4461,6.7249,1098.0667,Benign
192.168.9.249,10.0.0.43,29712,443,TCP,SYN,31270,2377458,4390,7123.0068,76.03,DoS
192.168.3.1,10.0.1.147,15298,80,ICMP,PSH-ACK,37,30347,4227,8.7533,820.1892,Benign
192.168.9.67,10.0.2.219,15463,8080,UDP,PSH-ACK,40,8305,1501,26.6489,207.625,Benign
192.168.4.12,10.0.4.61,20150,443,TCP,PSH-ACK,22,9214,2315,9.5032,418.8182,Benign
192.168.1.165,10.0.1.254,54987,80,TCP,RST,5,43009,2946,1.6972,8601.8,Benign
192.168.10.249,10.0.2.84,6479,8080,ICMP,RST,13,27261,2515,5.169,2097.0,Benign
192.168.6.253,10.0.0.161,54496,443,TCP,SYN-ACK,22,12082,2197,10.0137,549.1818,Benign
192.168.1.138,10.0.5.251,57908,783,ICMP,SYN,769,5216,2975,258.4874,6.7828,PortScan
192.168.9.53,10.0.3.57,22274,53,UDP,ACK,45,49841,3339,13.4771,1107.5778,Benign
192.168.3.115,10.0.1.187,48621,304,UDP,SYN,590,2535,2531,233.1094,4.2966,PortScan
192.168.3.118,10.0.1.209,57539,3389,TCP,ACK,1204,57292,23219,51.8541,47.5847,BruteForce
192.168.5.6,10.0.2.42,59039,25,TCP,FIN,43,12810,668,64.3713,297.907,Benign
192.168.3.19,10.0.3.63,30844,80,ICMP,FIN,38,9497,196,193.8776,249.9211,Benign
192.168.10.26,10.0.3.99,2381,25,TCP,SYN,7,9162,2134,3.2802,1308.8571,Benign
192.168.2.69,10.0.1.241,42140,80,TCP,SYN,11969,4649730,6544,1829.0037,388.4811,DoS
192.168.2.52,10.0.1.123,50809,5780,ICMP,FIN,98,48483,41385,2.368,494.7245,Backdoor
192.168.3.63,10.0.0.140,46377,53,UDP,PSH-ACK,12,1889,464,25.8621,157.4167,Benign
192.168.2.140,10.0.2.27,34548,3,UDP,SYN,329,1393,1428,230.3922,4.234,PortScan
